1106951022977667072	2019-03-16 16:11:04	http://twitter.com/tPLVfm7mhRHUBoK/status/1106951022977667072	RT @uofsandiego On March 14, from 6 to 7:30 p.m., join the @uofsandiego community at the @krocschool to hear from six of USD's thought leaders. Each will further your understanding of peace today and where it's heading. https://t.co/zkMZcP85gi https://t.co/Ur1Orf0qS2	@tPLVfm7mhRHUBoK	جبل بني جابر				Neutral	Neutral	Twitter		219	20	508	RT @uofsandiego On March 14, from 6 to 7:30 p.m., join the @uofsandiego community at the @krocschool to hear from six of USD's thought leaders. Each will further your understanding of peace today and where it's heading. https://t.co/zkMZcP85gi https://t.co/Ur1Orf0qS2	Retweet		
1106902243066863616	2019-03-16 12:57:14	http://twitter.com/USDpres/status/1106902243066863616	RT @uofsandiego USD NEWS CENTER: @uofsandiego Shiley-Marcos School of Engineering joins the Kern Entrepreneurial Engineering Network (KEEN) @DeanRobertsUSD https://t.co/rwxk8bcEdg https://t.co/F6JQCB8DUG	@USDpres	Dr. Harris	United States of America	California	San Diego	Neutral	Neutral	Twitter		1600	2115	162	RT @uofsandiego USD NEWS CENTER: @uofsandiego Shiley-Marcos School of Engineering joins the Kern Entrepreneurial Engineering Network (KEEN) @DeanRobertsUSD https://t.co/rwxk8bcEdg https://t.co/F6JQCB8DUG	Retweet		
1106735889030340608	2019-03-16 01:56:12	http://twitter.com/teamkelli/status/1106735889030340608	RT @uofsandiego Join Bradley Bond, PhD, associate professor of Communication Studies in @usdcas, as he discusses his research, the importance of communication, and baby giraffes! #usdofficehours https://t.co/HGVG77NFwJ https://t.co/w7SToZ9hGj	@teamkelli	Kizelli				Neutral	Neutral	Twitter		9648	177	485	RT @uofsandiego Join Bradley Bond, PhD, associate professor of Communication Studies in @usdcas, as he discusses his research, the importance of communication, and baby giraffes! #usdofficehours https://t.co/HGVG77NFwJ https://t.co/w7SToZ9hGj	Retweet		
