1121560094829895680		http://twitter.com/RunRichRun/status/1121560094829895680	You cheat, you lose. Bill McGlashan. #CollegeCheatingScandal #collegeadmissionscandal	@RunRichRun	(((Rich Stein)))	United States of America			Negative	Sadness	Twitter	M					You cheat, you lose. Bill McGlashan. #CollegeCheatingScandal #collegeadmissionscandal	Tweet		
1121544740564914176		http://twitter.com/homegypsy/status/1121544740564914176	RT @TalbertSwan Remember Kelley Williams-Bolar? She was was convicted of using the wrong residence to get her daughters into a better school district in Ohio than underperforming Akron. She was sentenced to 3 years & ordered to pay $30,000 to the school district. But, #CollegeCheatingScandal https://t.co/yJ1pj1FWOF	@homegypsy	Marti Reed	United States of America	New Mexico	Albuquerque	Negative	Sadness	Twitter	F					"RT @TalbertSwan Remember Kelley Williams-Bolar?

She was was convicted of using the wrong residence to get her daughters into a better school district in Ohio than underperforming Akron.

She was sentenced to 3 years & ordered to pay $30,000 to the school district.

But, #CollegeCheatingScandal https://t.co/yJ1pj1FWOF"	Retweet		
1121286346813976576		http://twitter.com/Xhq94743162/status/1121286346813976576	RT @AlexWilixs Hi Y'all I'm willing to spoil some baby's With $9000 weekly allowance Text and follow up asap 6148590267 Cashapp and PayPal #sugarbabyserious #Cashappblessing #PayPal #SugarDaddySerious #CollegeCheatingScandal #SugarBabyTwitter #babyshower #OhioState #sugardaddydating https://t.co/rw9qlSI6DP	@Xhq94743162	Xhq				Positive	Neutral	Twitter						"RT @AlexWilixs Hi Y'all
I'm willing to spoil some baby's With $9000 weekly allowance
Text and follow up asap 6148590267 Cashapp and PayPal 
#sugarbabyserious #Cashappblessing #PayPal #SugarDaddySerious #CollegeCheatingScandal #SugarBabyTwitter #babyshower #OhioState #sugardaddydating https://t.co/rw9qlSI6DP"	Retweet		
1121560762911285250		http://twitter.com/stefanbell/status/1121560762911285250	|the| @Metacouture #Verified #Awesome #Celebrity #ROCK |daily| by @StefanBell is out! https://t.co/q2cpVOFLUE | @mikethebbop @DrRJKavanagh @abramsartists #avengersendgame #collegecheatingscandal	@stefanbell	Stefan Daniel Bell	Indonesia			Neutral	Joy	Twitter	M					|the| @Metacouture #Verified #Awesome #Celebrity #ROCK |daily| by @StefanBell is out! https://t.co/q2cpVOFLUE | @mikethebbop @DrRJKavanagh @abramsartists #avengersendgame #collegecheatingscandal	Tweet		
1121418030767116288		http://twitter.com/decemberdawn2/status/1121418030767116288	@TheTalkCBS You've been caught and still won't own up to your mistakes? I've lost even more respect for them. Be responsible for your actions. Teach your children at least that much! #LoriLoughlin #CollegeCheatingScandal	@decemberdawn2	december dawn				Negative	Disgust	Twitter	F					@TheTalkCBS You've been caught and still won't own up to your mistakes?  I've lost even more respect for them.  Be responsible for your actions.  Teach your children at least that much! #LoriLoughlin #CollegeCheatingScandal	Reply		
1121375380533862401		http://twitter.com/cywelo/status/1121375380533862401	@DonaldJTrumpJr I have said this several times that you and dad @realDonaldTrump be investigated on how you got educated I believe is one of the #CollegeCheatingScandal	@cywelo	CYRIL	Republic of Ireland	Cork	Cork	Positive	Unclassified	Twitter	M					@DonaldJTrumpJr I have said this several times that you and dad @realDonaldTrump be investigated on how you got educated I believe is one of the #CollegeCheatingScandal	Reply		
1121549511099392000		http://twitter.com/ChristineRhyner/status/1121549511099392000	"""Ignorantia juris non excusat."" #LoriLoughlin #CollegeCheatingScandal Lori Loughlin, Husband to Plead ‘Ignorance’: We Were Just Doing What Other People Have Done, We Simply Didn’t Understand ‘Legalities’ https://t.co/7QlPSPXzf3"	@ChristineRhyner	Twinklingofaneye 🇺🇸🙏🛡	United States of America			Neutral	Sadness	Twitter						"""Ignorantia juris non excusat."" #LoriLoughlin
#CollegeCheatingScandal

Lori Loughlin, Husband to Plead ‘Ignorance’: We Were Just Doing What Other People Have Done, We Simply Didn’t Understand ‘Legalities’ https://t.co/7QlPSPXzf3"	Tweet		
1121527959167303688		http://twitter.com/wandasworld1/status/1121527959167303688	@people Funny thing about a Legacy.. its alot like reaping what you sow.... #CollegeCheatingScandal	@wandasworld1	wanda m queen	United States of America	South Carolina		Positive	Joy	Twitter	F					@people Funny thing about a Legacy.. its alot like reaping what you sow.... #CollegeCheatingScandal	Reply		
1121423903715254273		http://twitter.com/Brightly50/status/1121423903715254273	#collegeadmissionsscandal #CollegeCheatingScandal RUMORS: Lori Loughlin Reportedly In Secret Talks To Return To ‘Fuller House’ For Final Season https://t.co/spLgfhd98n	@Brightly50	Formerly Brightly5 LVP Bot#1 🤖				Neutral	Neutral	Twitter						"#collegeadmissionsscandal #CollegeCheatingScandal RUMORS: Lori Loughlin Reportedly In Secret Talks To Return To ‘Fuller House’ For Final Season

https://t.co/spLgfhd98n"	Tweet		
1121458852568817664		http://twitter.com/AlisonCraft10/status/1121458852568817664	back again , check this https://t.co/yzFxiDj9Ca #UnitedStates #Canada #Australia #germanywithluv #Belgium #UnitedKingdom #frances #BongaCams #webcamtoy #webcamcolombia #collegeadmissionsscandal #CollegeCheatingScandal https://t.co/O10NbT4FYT	@AlisonCraft10	Alison Craft	Canada	Ontario		Neutral	Neutral	Twitter	F					"back again , check this https://t.co/yzFxiDj9Ca
#UnitedStates 
#Canada 
#Australia 
#germanywithluv 
#Belgium 
#UnitedKingdom 
#frances 
#BongaCams 
#webcamtoy 
#webcamcolombia 
#collegeadmissionsscandal 
#CollegeCheatingScandal https://t.co/O10NbT4FYT"	Tweet		
