1125863520996691968		http://twitter.com/laurelsalexis/status/1125863520996691968	RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq #CollegeCheatingScandal https://t.co/LbkevzFHjD	@laurelsalexis	michelle. 🇲🇽				Neutral	Neutral	Twitter	F					RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq  #CollegeCheatingScandal https://t.co/LbkevzFHjD	Retweet		
1125640691835592704		http://twitter.com/JackSullivan838/status/1125640691835592704	#CollegeCheatingScandal I will never look upon graduates of Ivy League schools with admiration again ...instead, I will wonder if they scammed their way to a prestigious degree https://t.co/DfNmVQ59wh @Stanford	@JackSullivan838	Jack's 2 Cents				Neutral	Sadness	Twitter						"#CollegeCheatingScandal 

I will never look upon graduates of Ivy League schools with admiration again ...instead, I will wonder if they scammed their way to a prestigious degree

https://t.co/DfNmVQ59wh

@Stanford"	Tweet		
1125875569080487936		http://twitter.com/CMargaronis/status/1125875569080487936	RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq #CollegeCheatingScandal https://t.co/LbkevzFHjD	@CMargaronis	Snitty Staffer Catherine	United States of America	Oregon		Neutral	Neutral	Twitter	F					RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq  #CollegeCheatingScandal https://t.co/LbkevzFHjD	Retweet		
1125881723865010180		http://twitter.com/mikethewriter1/status/1125881723865010180	I kinda hope they go meta and actually hire Huffman and Loughlin to play themselves... #collegeadmissionsscandal #CollegeCheatingScandal https://t.co/vlZjI5ebiL	@mikethewriter1	Michael Marcelin	United States of America	California		Neutral	Unclassified	Twitter	M					"I kinda hope they go meta and actually hire Huffman and Loughlin to play themselves... #collegeadmissionsscandal #CollegeCheatingScandal 
https://t.co/vlZjI5ebiL"	Tweet		
1125721310359883782		http://twitter.com/scotchbing/status/1125721310359883782	I feel like people are making way to big of a deal over the college scandal...undeserving minorities and rich kids get in colleges all the time #CollegeCheatingScandal	@scotchbing	scotch bindington	United States of America	Ohio	Akron	Negative	Anger	Twitter						I feel like people are making way to big of a deal over the college scandal...undeserving minorities and rich kids get in colleges all the time #CollegeCheatingScandal	Tweet		
1125836837552050177		http://twitter.com/EzraNBC/status/1125836837552050177	Stephen Semprevivo, who admits to paying a bribe of $400k to get his son into Georgetown University, is in court right now entering a plea of guilty. The agreement asks the judge to sentence him to 18 months in jail. #CollegeCheatingScandal	@EzraNBC	Ezra Kaplan	United States of America	Massachusetts	Boston	Neutral	Disgust	Twitter	M					Stephen Semprevivo, who admits to paying a bribe of $400k to get his son into Georgetown University, is in court right now entering a plea of guilty. The agreement asks the judge to sentence him to 18 months in jail. #CollegeCheatingScandal	Tweet		
1125760936684544000		http://twitter.com/pendrarisys/status/1125760936684544000	RT @Enuff_Iz_Enuf #CollegeCheatingScandal here i am telling my son to study hard and try his best, in reality i just needed to hit the lotto	@pendrarisys	Destiny Corey				Positive	Joy	Twitter	F					RT @Enuff_Iz_Enuf #CollegeCheatingScandal here i am telling my son to study hard and try his best, in reality i just needed to hit the lotto	Retweet		
1125864789186613250		http://twitter.com/biff725/status/1125864789186613250	RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq #CollegeCheatingScandal https://t.co/LbkevzFHjD	@biff725	Tony D	United States of America	Illinois	Chicago	Neutral	Neutral	Twitter	M					RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq  #CollegeCheatingScandal https://t.co/LbkevzFHjD	Retweet		
1125820964464361473		http://twitter.com/McNhlapo/status/1125820964464361473	RT @AsieduEdmund Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #DisabilityRights #CollegeCheatingScandal ⁦@AndyAUCD⁩ ⁦@Lollardfish⁩ ⁦@McNhlapo⁩ ⁦@adrianegriffen⁩ ⁦@MgmAUCD⁩ ⁦@mccrenshaw⁩ https://t.co/QQWZ9ZFcJM	@McNhlapo	Charlotte McClain-Nhlapo	United States of America	District of Columbia	Washington, D.C.	Negative	Neutral	Twitter	F					RT @AsieduEdmund Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #DisabilityRights #CollegeCheatingScandal ⁦@AndyAUCD⁩ ⁦@Lollardfish⁩ ⁦@McNhlapo⁩ ⁦@adrianegriffen⁩ ⁦@MgmAUCD⁩ ⁦@mccrenshaw⁩  https://t.co/QQWZ9ZFcJM	Retweet		
1125628724961894400		http://twitter.com/MaxRottPsycho/status/1125628724961894400	RT @LNPServices Felicity Huffman and Lori Loughlin are two of at least 40 people charged in a nationwide college admissions exam scandal, according to court documents. … #CollegeCheatingScandal https://t.co/zIOKUrvEPb	@MaxRottPsycho	Max Pero				Neutral	Neutral	Twitter	M					RT @LNPServices Felicity Huffman and Lori Loughlin are two of at least 40 people charged in a nationwide college admissions exam scandal, according to court documents. …   #CollegeCheatingScandal https://t.co/zIOKUrvEPb	Retweet		
1125753015556644864		http://twitter.com/Bevhillsyeg/status/1125753015556644864	RT @AsieduEdmund Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #accommodations #DisabilityRights #CollegeCheatingScandal ⁦@EveKissi⁩ ⁦@LMinYEG⁩ ⁦@Bevhillsyeg⁩ ⁦@IseeclearlyAnne⁩ ⁦@DavidLepofsky⁩ https://t.co/QQWZ9ZFcJM	@Bevhillsyeg	Bev Hills	Canada	Alberta	Edmonton	Negative	Neutral	Twitter	F					RT @AsieduEdmund Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #accommodations #DisabilityRights #CollegeCheatingScandal ⁦@EveKissi⁩ ⁦@LMinYEG⁩ ⁦@Bevhillsyeg⁩ ⁦@IseeclearlyAnne⁩ ⁦@DavidLepofsky⁩  https://t.co/QQWZ9ZFcJM	Retweet		
1125906270479966215		http://twitter.com/JensCommentary/status/1125906270479966215	2. I literally just saw that the #CollegeCheatingScandal was going to be turned into a limited tv series. In addition, within TWO DAYS of the scandal breaking, there was already a book deal in place for it. Why? https://t.co/SomDQ1cJBU	@JensCommentary	Jennifer Estrada	United States of America			Neutral	Unclassified	Twitter	F					"2. I literally just saw that the #CollegeCheatingScandal was going to be turned into a limited tv series. In addition, within TWO DAYS of the scandal breaking, there was already a book deal in place for it. 

Why?

https://t.co/SomDQ1cJBU"	Reply		
1125887448117018624		http://twitter.com/ETCanada/status/1125887448117018624	A #CollegeAdmissionsScandal television series is in early development https://t.co/cccAzQ43MC #CollegeCheatingScandal	@ETCanada	ET Canada	Canada	Ontario		Neutral	Neutral	Twitter						A #CollegeAdmissionsScandal television series is in early development https://t.co/cccAzQ43MC #CollegeCheatingScandal	Tweet		
1125751495314505728		http://twitter.com/Ayl16149608/status/1125751495314505728	RT @DIFS2019 HAPPY FRIDAY FUCKERS!!! Here is a sexy co-ed who snuck into the dorm to suck this dick before she transfers. 🍆🍆💧💧 #difs2019 #difs #diitforstate #CollegeCheatingScandal #blowjob #bbc #bj #college #Freshman #sexywomen #Babe https://t.co/JV9NFRqEdn	@Ayl16149608	Ayl	Germany	Nordrhein-Westfalen		Positive	Joy	Twitter						"RT @DIFS2019 HAPPY FRIDAY FUCKERS!!!
Here is a sexy co-ed who snuck into the dorm to suck this dick before she transfers. 🍆🍆💧💧

#difs2019 #difs #diitforstate #CollegeCheatingScandal #blowjob #bbc #bj #college #Freshman #sexywomen #Babe https://t.co/JV9NFRqEdn"	Retweet		
1125614041219469314		http://twitter.com/AshtaMarie/status/1125614041219469314	RT @RoundEarthStyle Stay warm by the campfire 🔥 after dropping out with a College is for Suckers Crewneck! https://t.co/KG2uDrVNNO Available in three colors! #collegedropout #CollegeCheatingScandal #FinalsWeek #summerplease #CAMPFIRE	@AshtaMarie	Ashta	United States of America	Colorado	Denver	Positive	Neutral	Twitter						"RT @RoundEarthStyle Stay warm by the campfire 🔥 after dropping out with a College is for Suckers Crewneck!
https://t.co/KG2uDrVNNO
Available in three colors!
#collegedropout #CollegeCheatingScandal #FinalsWeek #summerplease #CAMPFIRE"	Retweet		
1125758414947221504		http://twitter.com/BregmanPs/status/1125758414947221504	RT @AsieduEdmund Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #DisabilityRights #CollegeCheatingScandal ⁦@AndyAUCD⁩ ⁦@Lollardfish⁩ ⁦@McNhlapo⁩ ⁦@adrianegriffen⁩ ⁦@MgmAUCD⁩ ⁦@mccrenshaw⁩ https://t.co/QQWZ9ZFcJM	@BregmanPs	PS Bregman	Canada	Ontario	Toronto	Negative	Neutral	Twitter						RT @AsieduEdmund Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #DisabilityRights #CollegeCheatingScandal ⁦@AndyAUCD⁩ ⁦@Lollardfish⁩ ⁦@McNhlapo⁩ ⁦@adrianegriffen⁩ ⁦@MgmAUCD⁩ ⁦@mccrenshaw⁩  https://t.co/QQWZ9ZFcJM	Retweet		
1125707967305781248		http://twitter.com/Go2WebMarketing/status/1125707967305781248	RT @Go2WebMarketing #Father Behind $6.5 Million #Payment to Get #Daughter Into #Stanford Has Close Ties to #Chinese Regime https://t.co/xcuuWcEVOT #News #CollegeCheatingScandal +  Secrets of #Studying: How To Score A's https://t.co/s2Rkql3dXH	@Go2WebMarketing	Social Media Buzz	United States of America			Neutral	Neutral	Twitter						"RT @Go2WebMarketing #Father Behind $6.5 Million #Payment to Get #Daughter Into #Stanford Has Close Ties to #Chinese Regime https://t.co/xcuuWcEVOT
#News #CollegeCheatingScandal 

+  Secrets of #Studying: How To Score A's 
https://t.co/s2Rkql3dXH"	Retweet		
1125903166787211264		http://twitter.com/1975jetsfan4/status/1125903166787211264	RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq #CollegeCheatingScandal https://t.co/LbkevzFHjD	@1975jetsfan4	Travis Glover	United States of America			Neutral	Neutral	Twitter	M					RT @THR College admissions scandal series in the works from @AnnapurnaPics TV https://t.co/ib7VvJiHtq  #CollegeCheatingScandal https://t.co/LbkevzFHjD	Retweet		
1125751892947144706		http://twitter.com/AsieduEdmund/status/1125751892947144706	Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #accommodations #DisabilityRights #CollegeCheatingScandal ⁦@EveKissi⁩ ⁦@LMinYEG⁩ ⁦@Bevhillsyeg⁩ ⁦@IseeclearlyAnne⁩ ⁦@DavidLepofsky⁩ https://t.co/QQWZ9ZFcJM	@AsieduEdmund	Edmund Asiedu				Negative	Unclassified	Twitter	M					Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #accommodations #DisabilityRights #CollegeCheatingScandal ⁦@EveKissi⁩ ⁦@LMinYEG⁩ ⁦@Bevhillsyeg⁩ ⁦@IseeclearlyAnne⁩ ⁦@DavidLepofsky⁩  https://t.co/QQWZ9ZFcJM	Tweet		
1125752235722514434		http://twitter.com/AsieduEdmund/status/1125752235722514434	Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #CollegeCheatingScandal #DisabilityRights ⁦@ConnConnection⁩ https://t.co/QQWZ9ZFcJM	@AsieduEdmund	Edmund Asiedu				Negative	Sadness	Twitter	M					Why The College Bribery Scandal Hurts Students With Disabilities : NPR. #CollegeCheatingScandal #DisabilityRights ⁦@ConnConnection⁩  https://t.co/QQWZ9ZFcJM	Tweet		
