1108863442008469504	2019-03-21 22:50:20	http://twitter.com/One_Love_222/status/1108863442008469504	@UCLA EXPELL LAURA ISACKSON AND HER SISTER!	@One_Love_222	Scout				Positive	Joy	Twitter		1509	6	276	@UCLA EXPELL LAURA ISACKSON AND HER SISTER!	Reply		
1108594620315791360	2019-03-21 05:02:08	http://twitter.com/Johnny12976/status/1108594620315791360	RT @UCLA Finals are in full swing. Good luck this week Bruins! #SceneatUCLA 📷: https://t.co/NB6MW2JapB https://t.co/84sPoLqr0Y	@Johnny12976	Johnny				Neutral	Neutral	Twitter	M	135234	638	1547	"RT @UCLA Finals are in full swing. Good luck this week Bruins! #SceneatUCLA

📷: https://t.co/NB6MW2JapB https://t.co/84sPoLqr0Y"	Retweet		
1108864514336813056	2019-03-21 22:54:36	http://twitter.com/One_Love_222/status/1108864514336813056	@UCLA @ucfreespeechctr EXPEL #LAURAISACKSON AND HER SISTER WHO FRAUDULENTLY GOT ACCEPTED INTO #UCLA	@One_Love_222	Scout				Neutral	Joy	Twitter		1510	6	276	@UCLA @ucfreespeechctr EXPEL #LAURAISACKSON AND HER SISTER WHO FRAUDULENTLY GOT ACCEPTED INTO #UCLA	Reply		
