1113874756770521088	2019-04-04 18:43:31	http://twitter.com/lapink1123/status/1113874756770521088	RT @UCLA Have you booked your travel and hotel for Bruin Day? For recommendations near campus, visit ➡️https://t.co/9JTZVDyPLu #UCLAbound https://t.co/4htiqyF9Br	@lapink1123	LA PINK 🖤				Neutral	Neutral	Twitter		3922	171	1235	RT @UCLA Have you booked your travel and hotel for Bruin Day? For recommendations near campus, visit ➡️https://t.co/9JTZVDyPLu #UCLAbound https://t.co/4htiqyF9Br	Retweet		
1113941424095936512	2019-04-04 23:08:26	http://twitter.com/emmerzlo10/status/1113941424095936512	RT @UCLA #UCLAbound students, do you have questions about attending UCLA? Get your questions answered by current undergraduate students when you tune in to @UCLAAdmission's Facebook Live discussion.➡️https://t.co/QycFkL8iSU	@emmerzlo10	em lo				Neutral	Neutral	Twitter		3080	67	170	RT @UCLA #UCLAbound students, do you have questions about attending UCLA? Get your questions answered by current undergraduate students when you tune in to @UCLAAdmission's Facebook Live discussion.➡️https://t.co/QycFkL8iSU	Retweet		
