1122330583110160384		http://twitter.com/Janicedeshield1/status/1122330583110160384	"RT @TippytopshapeU ""‘Full House’ star Lori Loughlin, others indicted in college admissions bribery case"" #OperationVarsityBlues https://t.co/tUIGxnHv05 https://t.co/4wdgibQwWs"	@Janicedeshield1	Jan DeShields	United States of America			Neutral	Neutral	Twitter						"RT @TippytopshapeU ""‘Full House’ star Lori Loughlin, others indicted in college admissions bribery case""
#OperationVarsityBlues
 https://t.co/tUIGxnHv05 https://t.co/4wdgibQwWs"	Retweet	"http://pbs.twimg.com/media/D5LkFdYWwAA7gD9.jpg,
http://pbs.twimg.com/media/D5LkFGlWAAA7yKC.png"	LG, Twitter
1122444208122531840		http://twitter.com/MARIEMANHARDT/status/1122444208122531840	RT @billmaher On this college admissions scandal, everyone is talking about. I have shocking news for everyone: rich people cheat, and their kids are fucking stupid. #OperationVarsityBlues https://t.co/nbVjRYhM3x	@MARIEMANHARDT	MARIE MANHARDT				Negative	Disgust	Twitter	F					RT @billmaher On this college admissions scandal, everyone is talking about. I have shocking news for everyone: rich people cheat, and their kids are fucking stupid. #OperationVarsityBlues https://t.co/nbVjRYhM3x	Retweet		
1122307150695608320		http://twitter.com/KaiserBRamesis/status/1122307150695608320	#OperationVarsityBlues Why isn't @ewarren charged? She lied to get the job, and kept the deceit up for years. She deprived another woman/POC from getting a job. Shameful.	@KaiserBRamesis	K				Negative	Anger	Twitter						#OperationVarsityBlues  Why isn't @ewarren charged?  She lied to get the job, and kept the deceit up for years.  She deprived another woman/POC from getting a job.  Shameful.	Tweet		
1122293719867252737		http://twitter.com/ScryingGlass/status/1122293719867252737	@marcusxavier88 @lifeguardone @davidhogg111 @VP Can you say #OperationVarsityBlues Part 2. #HoggDayAfternoon	@ScryingGlass	Steve Carter				Neutral	Unclassified	Twitter	M					"@marcusxavier88 @lifeguardone @davidhogg111 @VP Can you say #OperationVarsityBlues
Part 2. #HoggDayAfternoon"	Reply		
