1106773828078837761	2019-03-16 04:26:58	http://twitter.com/KrisJeffJulSar/status/1106773828078837761	RT @UTAustin .@LonghornBand marching down 6th Street through downtown #ATX to kick off #SXSW 🤘 https://t.co/hE2ONrlo0Q	@KrisJeffJulSar	Kris Murphy	United States of America	Texas		Neutral	Neutral	Twitter	M	2734	128	387	RT @UTAustin .@LonghornBand marching down 6th Street through downtown #ATX to kick off #SXSW 🤘 https://t.co/hE2ONrlo0Q	Retweet		
1106911897243344897	2019-03-16 13:35:36	http://twitter.com/RealJasonBoiler/status/1106911897243344897	@UTAustin INTEGRITY IN ADMISSIONS?? UT only considers applicants for one major. How is that for integrity @mvwasielewski @gregfenves @BeALonghorn You practiced that policy for years and made it official in your website during 2019. Do you know how many 4.0 and 1500s you denied admissions?	@RealJasonBoiler	Jason Boiler				Neutral	Unclassified	Twitter	M	12	0	7	@UTAustin INTEGRITY IN ADMISSIONS?? UT only considers applicants for one major. How is that for integrity @mvwasielewski @gregfenves @BeALonghorn You practiced that policy for years and made it official in your website during 2019. Do you know how many 4.0 and 1500s you denied admissions?	Reply		
